Subj.Trial,A,B,C,D,E,Rating
481,0,0.51251932,0.514285714,0.483123426,0.585365854,0
482,1,0.330602782,0.314285714,0.099244332,0.219512195,0
483,0,0.33755796,0.4,0.416456759,0.317073171,0
484,1,0.466615147,0.428571429,0.425860621,0.243902439,1
485,0,0.492581144,0.428571429,0.635264484,0.292682927,0
486,0,0.371715611,0.257142857,0.274391268,0.195121951,0
487,1,0.517465224,0.628571429,0.169101595,0.365853659,1
488,1,0.546367852,0.714285714,0.513685978,0.585365854,1
489,0,0.580989181,0.6,0.477917716,0.390243902,0
490,1,0.702163833,0.771428571,0.154156171,0.536585366,1
491,1,0.255023184,0,0.009571788,0.097560976,1
492,1,0.667387944,0.685714286,0.538371117,0.56097561,1
493,0,0.638330757,0.685714286,0.268513854,0.609756098,0
494,0.01,1,0.971428571,0.421662469,1,1
495,1,0.586707883,0.628571429,0.284634761,0.463414634,1
496,1,0.570788253,0.657142857,0.382031906,0.414634146,1
497,1,0.832457496,0.685714286,0.511167086,0.56097561,1
498,1,0.538330757,0.6,0.250713686,0.43902439,1
499,1,0.514683153,0.628571429,0.379513014,0.292682927,1
500,0,0.445749614,0.571428571,0.358186398,0.317073171,0
501,1,0.404636785,0.457142857,0.382367758,0.268292683,0
502,1,0.782689335,0.742857143,0.532997481,0.536585366,1
503,1,0.697990726,0.8,0.414945424,0.585365854,1
504,0,0.359041731,0.485714286,0.299916037,0.365853659,0
505,0,0.53755796,0.571428571,0.408060453,0.43902439,0
506,1,0.456723338,0.6,0.350293871,0.463414634,1
507,1,0.679752705,0.742857143,0.404366079,0.512195122,1
508,0,0.437867079,0.371428571,0.467002519,0.219512195,0
509,0,0.516692427,0.542857143,0.385390428,0.317073171,0
510,0,0.482071097,0.657142857,0.347103275,0.463414634,1
511,0,0.399227202,0.542857143,0.352644836,0.317073171,0
512,1,0.757959815,0.8,0.455415617,0.414634146,1
513,1,0.484080371,0.571428571,0.636775819,0.463414634,1
514,1,0.641885626,0.657142857,0.228043661,0.463414634,1
515,0,0.553941267,0.628571429,0.310663308,0.390243902,0
516,1,0.651777434,0.542857143,0.368933669,0.317073171,1
517,1,0.60927357,0.628571429,0.363560034,0.414634146,1
518,0,0.484080371,0.685714286,0.37279597,0.43902439,0
519,1,0.655023184,0.628571429,0.336859782,0.487804878,1
520,0,0.47511592,0.514285714,0.435600336,0.292682927,0
521,1,0.568006182,0.6,0.324433249,0.365853659,1
522,0,0.525347759,0.714285714,0.279764903,0.43902439,0
523,1,0.596445131,0.771428571,0.39395466,0.43902439,1
524,1,0.531839258,0.6,0.293198992,0.487804878,1
525,0,0.388253478,0.457142857,0.611922754,0.390243902,0
526,0,0.535085008,0.571428571,0.34861461,0.390243902,0
527,1,0.612055641,0.571428571,0.240973971,0.414634146,1
528,0,0.369397218,0.457142857,0.415952981,0.219512195,0
529,1,0.855950541,0.971428571,0.316036944,0.585365854,1
530,0,0.648222566,0.685714286,0.2829555,0.536585366,1
531,0,0.449304482,0.542857143,0.355331654,0.512195122,0
532,0,0.667387944,0.742857143,0.381192275,0.56097561,0
533,1,0.599227202,0.542857143,0.372460118,0.268292683,1
534,1,0.771406491,0.828571429,0.25138539,0.585365854,1
535,1,0.625347759,0.628571429,0.383207389,0.317073171,1
536,1,0.503863988,0.571428571,0.351805206,0.365853659,1
537,0,0.401545595,0.457142857,0.335684299,0.268292683,0
538,0,0.624420402,0.685714286,0.12611251,0.463414634,0
539,1,0.550850077,0.571428571,0.383711167,0.317073171,1
540,0,0.478361669,0.542857143,0.271032746,0.317073171,0
541,0,0.499690881,0.6,0.357010915,0.512195122,0
542,0,0.30015456,0.285714286,0.679093199,0.146341463,0
543,0,0.342658423,0.485714286,0.449538203,0.317073171,0
544,0,0.409119011,0.428571429,0.929638959,0.341463415,0
545,0,0.376816074,0.457142857,0.915869018,0.268292683,0
546,1,0.58763524,0.685714286,0.683291352,0.512195122,1
547,1,0.537867079,0.571428571,0.419647355,0.487804878,1
548,0,0.24064915,0.2,0.628715365,0.12195122,0
549,0,0.414837713,0.571428571,0.616624685,0.317073171,0
550,0,0.180834621,0.285714286,1,0.219512195,0
551,0,0.30324575,0.4,0.645507976,0.219512195,0
552,0,0,0.228571429,0.600167926,0.097560976,0
553,1,0.748840804,0.942857143,0.251889169,0.609756098,1
554,1,0.408500773,0.485714286,0.676574307,0.341463415,1
555,1,0.792272025,0.914285714,0.244668346,0.731707317,1
556,0,0.220247295,0.257142857,0.357010915,0.146341463,0
557,1,0.554404946,0.6,0.806381192,0.317073171,1
558,0,0.229211747,0.314285714,0.431905961,0.146341463,0
559,1,0.463987635,0.457142857,0.3736356,0.243902439,1
560,0,0.305409583,0.4,0.381024349,0.268292683,0
561,1,0.906027821,0.857142857,0.031738035,0.56097561,1
562,1,0.519629057,0.628571429,0.713685978,0.414634146,1
563,1,0.579289026,0.628571429,0.483459278,0.414634146,1
564,0,0.232921175,0.428571429,0.604030227,0.243902439,0
565,0,0.394590417,0.428571429,0.592107473,0.146341463,0
566,1,0.583616692,0.685714286,0,0.414634146,1
567,1,0.142812983,0.285714286,0.191267842,0.170731707,1
568,1,0.474343122,0.6,0.658438287,0.341463415,1
569,0,0.312828439,0.4,0.318387909,0.195121951,0
570,1,0.527357032,0.685714286,0.394122586,0.536585366,1
571,0,0.562905719,0.685714286,0.546263644,0.43902439,0
572,1,0.538485317,0.628571429,0.516708648,0.292682927,1
573,0,0.364605873,0.485714286,0.506465155,0.317073171,0
574,1,0.350540958,0.457142857,0.690512175,0.195121951,1
575,0,0.536939722,0.457142857,0.444332494,0.292682927,0
576,0,0.447913447,0.514285714,0.405877414,0.341463415,0
577,1,0.519783617,0.6,0.326616289,0.341463415,1
578,0,0.478979907,0.485714286,0.36372796,0.219512195,0
579,1,0.539567233,0.771428571,0.401511335,0.609756098,1
580,0.57,0.4625966,0.6,0.439462636,0.536585366,1
581,0,0.407727975,0.514285714,0.44534005,0.365853659,0
582,1,0.610819165,0.628571429,0.491687657,0.365853659,1
583,1,0.497217929,0.542857143,0.515701092,0.317073171,1
584,1,0.589335394,0.657142857,0.483627204,0.512195122,1
585,1,0.592426584,0.542857143,0.386565911,0.365853659,1
586,0,0.339876352,0.371428571,0.31402183,0.243902439,0
587,0,0.377125193,0.457142857,0.501259446,0.292682927,0
588,0,0.457032457,0.542857143,0.399328296,0.365853659,0
589,0,0.577434312,0.685714286,0.351301427,0.487804878,0
590,0,0.352550232,0.542857143,0.474055416,0.341463415,0
591,0,0.470633694,0.542857143,0.508312343,0.341463415,0
592,1,0.547140649,0.571428571,0.460957179,0.317073171,1
593,0,0.404791345,0.428571429,0.391603694,0.317073171,0
594,0,0.438330757,0.514285714,0.38790932,0.292682927,0
595,0,0.486707883,0.542857143,0.29890848,0.341463415,0
596,0,0.563833076,0.571428571,0.198824517,0.341463415,0
597,0.67,0.633693972,0.742857143,0.350629723,0.487804878,1
598,1,0.491962906,0.485714286,0.506129303,0.341463415,1
599,1,0.641267388,0.542857143,0.296557515,0.317073171,1
600,1,0.554250386,0.571428571,0.375650714,0.365853659,1
601,0,0.485471406,0.542857143,0.349622166,0.365853659,0
602,0,0.444667697,0.485714286,0.381192275,0.292682927,0
603,1,0.580370943,0.6,0.386397985,0.390243902,1
604,1,0.538485317,0.571428571,0.375314861,0.390243902,1
605,0,0.512828439,0.628571429,0.298740554,0.365853659,0
606,0,0.378361669,0.514285714,0.224853065,0.292682927,0
607,0,0.489799073,0.6,0.284802687,0.43902439,0
608,1,0.561669243,0.571428571,0.35549958,0.414634146,1
609,0.61,0.535394127,0.628571429,0.335348447,0.463414634,1
610,0,0.439258114,0.457142857,0.27170445,0.268292683,0
611,0,0.452704791,0.542857143,0.317548279,0.341463415,0
612,0.17,0.538794436,0.514285714,0.357850546,0.292682927,1
613,0,0.536630603,0.514285714,0.286985726,0.365853659,0
614,0,0.499690881,0.542857143,0.331150294,0.341463415,0
615,1,0.450231839,0.485714286,0.35163728,0.341463415,1
616,0,0.489026275,0.514285714,0.286649874,0.292682927,0
617,0,0.486553323,0.571428571,0.335852225,0.390243902,0
618,1,0.588871716,0.571428571,0.421326616,0.341463415,1
619,1,0.742503864,0.571428571,0.579177162,0.414634146,1
620,0,0.427820711,0.514285714,0.356171285,0.414634146,0
621,0,0.389026275,0.428571429,0.226028547,0.268292683,0
622,0,0.464914992,0.514285714,0.238958858,0.341463415,0
623,0,0.427357032,0.428571429,0.300251889,0.292682927,0
624,0,0.495208655,0.4,0.323761545,0.243902439,0
625,1,0.501391036,0.571428571,0.362720403,0.268292683,1
626,0,0.509582689,0.485714286,0.352644836,0.341463415,0
627,0,0.529675425,0.6,0.293198992,0.414634146,0
628,0,0.563369397,0.542857143,0.336020151,0.341463415,0
629,0,0.416537867,0.6,0.372124265,0.463414634,1
630,1,0.390417311,0.457142857,0.193115029,0.292682927,0
631,0,0.497372488,0.628571429,0.313853904,0.365853659,0
632,1,0.513755796,0.514285714,0.386565911,0.317073171,1
633,1,0.632612056,0.657142857,0.358186398,0.43902439,1
634,0,0.376506955,0.514285714,0.225860621,0.341463415,0
635,0,0.558887172,0.628571429,0.402350966,0.341463415,1
636,1,0.531684699,0.571428571,0.310663308,0.390243902,1
637,0,0.501700155,0.514285714,0.338035264,0.317073171,1
638,1,0.595208655,0.714285714,0.353316541,0.43902439,1
639,1,0.632612056,0.771428571,0.445675903,0.512195122,1
640,0,0.435857805,0.514285714,0.251049538,0.317073171,0
641,0,0.519165379,0.6,0.396809404,0.390243902,1
642,0,0.39984544,0.542857143,0.406381192,0.317073171,0
643,0,0.40927357,0.514285714,0.364903442,0.365853659,0
644,0.93,0.539721793,0.628571429,0.337195634,0.341463415,1
645,1,0.517774343,0.514285714,0.389420655,0.365853659,1
646,0,0.242194745,0.371428571,0.168765743,0.317073171,0
647,0.87,0.522720247,0.571428571,0.361041142,0.268292683,1
648,1,0.478670788,0.542857143,0.302938707,0.365853659,0
649,1,0.574188563,0.657142857,0.404198153,0.414634146,1
650,1,0.509119011,0.571428571,0.40822838,0.317073171,1
651,1,0.678670788,0.6,0.542401343,0.390243902,1
652,0.65,0.513137558,0.628571429,0.324265323,0.414634146,0
653,1,0.571097372,0.6,0.402015113,0.414634146,1
654,0,0.502009274,0.514285714,0.3736356,0.390243902,0
655,0.29,0.554868624,0.571428571,0.416288833,0.317073171,1
656,0,0.419629057,0.428571429,0.307472712,0.268292683,0
657,1,0.568933539,0.6,0.399832074,0.365853659,1
658,0,0.279443586,0.514285714,0.109991604,0.341463415,0
659,0,0.288253478,0.428571429,0.151301427,0.243902439,0
660,1,0.54374034,0.628571429,0.317380353,0.414634146,1
661,0,0.511282844,0.571428571,0.390764064,0.365853659,0
662,0,0.511591963,0.628571429,0.390428212,0.365853659,0
663,1,0.583616692,0.628571429,0.274391268,0.414634146,1
664,1,0.59072643,0.685714286,0.25054576,0.463414634,1
665,0,0.522565688,0.6,0.393618808,0.390243902,0
666,1,0.552704791,0.628571429,0.30495382,0.365853659,0
667,1,0.527357032,0.571428571,0.31922754,0.390243902,1
668,0,0.440803709,0.571428571,0.35247691,0.390243902,0
669,0.35,0.475579598,0.542857143,0.221830395,0.341463415,0
670,1,0.565224111,0.6,0.249370277,0.390243902,1
671,0,0.457959815,0.485714286,0.480940386,0.268292683,0
672,1,0.520865533,0.628571429,0.247858942,0.365853659,1
673,0.11,0.560741886,0.685714286,0.410579345,0.463414634,0
674,0,0.502318393,0.571428571,0.302267003,0.390243902,0
675,1,0.582225657,0.714285714,0.297397145,0.512195122,1
676,0,0.427511592,0.571428571,0.628211587,0.341463415,0
677,1,0.54683153,0.571428571,0.427036104,0.365853659,1
678,0,0.434930448,0.571428571,0.402183039,0.414634146,1
679,1,0.476661515,0.628571429,0.359865659,0.317073171,1
680,0,0.554559505,0.628571429,0.40906801,0.365853659,0
681,0,0.529829985,0.571428571,0.37884131,0.365853659,0
682,0.85,0.604636785,0.571428571,0.394122586,0.414634146,0
683,0,0.520247295,0.571428571,0.349622166,0.341463415,0
684,0,0.534775889,0.628571429,0.273047859,0.365853659,0
685,1,0.648840804,0.685714286,0.265491184,0.463414634,1
686,0,0.616537867,0.714285714,0.158186398,0.43902439,0
687,0,0.516692427,0.6,0.411083123,0.341463415,0
688,0,0.513446677,0.571428571,0.41729639,0.317073171,0
689,1,0.585316847,0.657142857,0.303610411,0.43902439,1
690,0,0.484853168,0.542857143,0.419143577,0.341463415,0
691,1,0.480061824,0.628571429,0.336691856,0.390243902,1
692,1,0.54064915,0.571428571,0.336691856,0.317073171,1
693,0.95,0.552241113,0.657142857,0.183375315,0.341463415,0
694,0,0.454559505,0.542857143,0.356675063,0.317073171,0
695,0,0.49675425,0.628571429,0.382199832,0.414634146,1
696,1,0.535085008,0.628571429,0.378169605,0.317073171,1
697,1,0.518392581,0.628571429,0.314861461,0.365853659,0
698,1,0.600463679,0.657142857,0.2302267,0.43902439,1
699,0.87,0.310819165,0.428571429,0.528799328,0.219512195,1
700,1,0.659969088,0.742857143,0.288497061,0.487804878,1
701,1,0.539258114,0.657142857,0.319899244,0.341463415,1
702,0.51,0.51251932,0.571428571,0.365910999,0.414634146,1
703,0.27,0.47511592,0.514285714,0.383375315,0.341463415,1
704,0.75,0.397990726,0.485714286,0.380184719,0.292682927,0
705,0,0.294435858,0.428571429,0.235768262,0.365853659,0
706,1,0.678825348,0.685714286,0.111335013,0.487804878,1
707,1,0.549613601,0.571428571,0.288329135,0.341463415,1
708,0,0.341885626,0.342857143,0.270864819,0.219512195,0
709,0,0.558732612,0.485714286,0.349958018,0.292682927,0
710,1,0.665069552,0.714285714,0.277078086,0.43902439,1
711,1,0.515301391,0.571428571,0.319731318,0.341463415,1
712,1,0.571251932,0.628571429,0.328799328,0.365853659,1
713,1,0.70927357,0.714285714,0.27774979,0.414634146,1
714,0.95,0.448995363,0.485714286,0.305457599,0.365853659,1
715,1,0.45625966,0.514285714,0.218471872,0.341463415,1
716,1,0.558887172,0.571428571,0.29202351,0.341463415,1
717,0,0.514992272,0.685714286,0.45961377,0.609756098,0
718,1,0.618547141,0.571428571,0.377329975,0.390243902,1
719,1,0.583307573,0.628571429,0.369605374,0.43902439,1
